Open,High,Low,Close,Adj Close,Volume,SMA_50,EMA_50,RSI,Stoch_RSI,Williams_R,Awesome_Oscillator,MACD,MACD_Signal,MACD_Diff,TSI,KAMA,ROC,Vortex_Diff,TRIX,Mass_Index,CCI,DPO,Ichimoku_A,Ichimoku_B,Aroon_Up,Aroon_Down,Aroon_Indicator,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower,Bollinger_PBand,Bollinger_WBand,Keltner_Channel_Center,Keltner_Channel_Upper,Keltner_Channel_Lower,Donchian_Channel_Upper,Donchian_Channel_Lower,ATR,OBV,Chaikin_MF,Force_Index,Ease_of_Movement,Volume_Price_Trend,VWAP,SMA_200,EMA_200,ADX,Vortex_Pos,Vortex_Neg,Close_lag_1,Close_lag_3,Close_lag_5,Close_lag_10,RSI_lag_1,RSI_lag_3,RSI_lag_5,RSI_lag_10,MACD_lag_1,MACD_lag_3,MACD_lag_5,MACD_lag_10,Bollinger_Mid_lag_1,Bollinger_Mid_lag_3,Bollinger_Mid_lag_5,Bollinger_Mid_lag_10
308.70001220703125,320.5,308.70001220703125,319.45001220703125,241.13417053222656,1522965.0,344.7900024414063,346.08373053934145,43.401582606533054,0.8574051614001079,-58.3956958138369,-21.600144689223328,-10.58144995924755,-11.488295259842126,0.9068453005945756,-27.984709207426455,320.6694000647201,-6.525234174972567,-0.3237248882488285,-0.47360569274317493,24.382840629616066,-42.01488202960998,17.4425048828125,322.9249954223633,363.4499969482422,12.0,72.0,-60.0,322.6575012207031,347.93973491072416,297.3752675306821,0.4365663443151805,15.671251152923023,323.09083353678386,334.3808359781901,311.8008310953776,346.75,300.0,11.82688814725624,-8316217.0,-0.013611822870946142,1112534.7248850993,1433.3914067888663,-64207.064216009494,318.67774663074476,384.291750793457,379.4920417835897,41.36506796654843,0.8105797102289852,1.1343045984778137,309.75,309.1499938964844,310.1499938964844,334.70001220703125,34.932235601240905,32.211920064382554,32.677090539541155,41.61510541907775,-11.657776134211645,-12.482070531533225,-12.447599655717568,-8.334065315176701,323.26500091552737,325.8625,329.04499969482424,338.8675003051758
319.04998779296875,328.6499938964844,316.0,319.25,240.98318481445312,1168026.0,343.2200024414062,345.0314273809359,43.27649765846118,0.8498736163418857,-57.126942947074085,-17.58514529957489,-9.633543531454848,-11.11734491416467,1.4838013827098226,-25.909347864644854,320.6346836973505,-6.130551522886344,-0.21994238939213373,-0.46265360083850304,24.30463062217467,-9.648040139193405,12.182510375976562,320.4124984741211,363.4499969482422,8.0,68.0,-60.0,322.5175018310547,347.842614652941,297.1923890091684,0.4354888988247494,15.704644044497428,322.8691670735677,333.9891682942708,311.7491658528646,346.75,300.0,11.885681415058249,-9484243.0,-0.03642658596381839,920226.9844543877,8366.345187195207,-64938.38194711816,317.9748363117794,383.96500076293944,378.89261848226045,39.68492649731498,0.8781658927198117,1.0981082821119454,319.45001220703125,314.70001220703125,309.95001220703125,326.20001220703125,43.401582606533054,37.59825056750127,32.588433558749315,37.160766482850605,-10.58144995924755,-11.874354465406839,-12.511087056583904,-8.618340601563489,322.6575012207031,324.4175003051758,327.49750061035155,337.6050003051758
319.8999938964844,327.8500061035156,319.8999938964844,326.54998779296875,246.49346923828125,311123.0,341.8340020751953,344.30666504415285,49.04826455104964,1.0,-40.86861603104229,-14.094852402630977,-8.19876261985388,-10.533628455302512,2.334865835448632,-22.3289072743841,321.5510787517171,-2.4350236381291914,-0.18061958926602117,-0.4431974881377157,24.277828336640482,11.868951976851326,3.4375106811523324,318.8499984741211,356.3249969482422,4.0,64.0,-60.0,322.7625015258789,348.1440482605189,297.38095479123893,0.5746110216742777,15.727692414482606,322.84166717529297,333.5741683959961,312.10916595458986,346.75,300.0,11.650990321376634,-9173120.0,0.030185277164997783,1113222.2869768776,3960.6660974631573,-57824.22657636856,317.1025280546895,383.7615007019043,378.3717962863471,38.12479513302679,0.903098147500677,1.0837177367666981,319.25,309.75,309.1499938964844,307.75,43.27649765846118,34.932235601240905,32.211920064382554,29.723756407523794,-9.633543531454848,-11.657776134211645,-12.482070531533225,-10.214644542153167,322.5175018310547,323.26500091552737,325.8625,335.65
328.0,333.95001220703125,326.70001220703125,330.25,249.28640747070312,389291.0,340.9640020751953,343.75542327771547,51.72925608664173,1.0,-20.394736842105264,-10.00146735696228,-6.686055659835233,-9.764113896209057,3.078058236373824,-18.504442982881045,323.4196558797748,1.2415658005550045,-0.13481999815106616,-0.4157788962767324,24.288127960491902,42.20188141745726,-15.387501525878918,320.1750030517578,352.125,32.0,60.0,-28.0,323.1375015258789,348.72798628223075,297.5470167695271,0.638967638593788,15.83875881661007,323.22750091552734,333.57250213623047,312.8824996948242,346.75,300.0,11.347349899425625,-8783829.0,0.02853709543967352,1159959.3105640956,12012.244953255164,-53413.32011202469,316.50803026926854,383.5615007019043,377.8929724427019,35.808753040076894,0.9141143758679576,1.0489343740190238,326.54998779296875,319.45001220703125,314.70001220703125,306.1000061035156,49.04826455104964,43.401582606533054,37.59825056750127,29.161678408760835,-8.19876261985388,-10.58144995924755,-11.874354465406839,-11.480527261797363,322.7625015258789,322.6575012207031,324.4175003051758,333.525
331.0,334.75,328.20001220703125,331.1000061035156,249.92796325683594,361770.0,340.1990020751953,343.259132408139,52.34956342162011,1.0,-10.503579558228417,-5.580731111414309,-5.356885267975088,-8.882668170562264,3.525782902587176,-15.186571562729254,325.0350805103217,7.5873293593876925,-0.0435662336489806,-0.38278709893483237,24.096410683158428,48.72545399870559,-16.954995727539085,321.8125,346.6000061035156,28.000000000000004,56.00000000000001,-28.000000000000004,323.0550018310547,348.53138218057205,297.57862148153737,0.6578914304561584,15.772162761832428,323.20250142415364,333.57500203450525,312.8300008138021,346.75,300.0,11.004681177535847,-8422059.0,-0.0038640964690865092,1038180.3673504888,2082.1090703931295,-52482.18700659287,315.94502922556137,383.3315007019043,377.4273707875856,33.54984252997997,0.9682538897281823,1.0118201233771629,330.25,319.25,309.75,307.79998779296875,51.72925608664173,43.27649765846118,34.932235601240905,30.61743850636742,-6.686055659835233,-9.633543531454848,-11.657776134211645,-12.205872422909295,323.1375015258789,322.5175018310547,323.26500091552737,330.9375
335.0,335.0,321.0,324.6499938964844,245.05935668945312,435058.0,339.2930017089844,342.52936227042704,47.37458170697488,0.7854490949956728,-29.571446010044642,-2.198526449764472,-4.768996216588846,-8.059933779767581,3.290937563178735,-13.664209628539941,325.003923606013,6.060106966053307,-0.01646361474819935,-0.3503992753685196,24.071148245497273,25.656968731558816,-14.580014038085949,322.2125015258789,340.0,24.0,52.0,-28.0,322.3800018310547,346.9189606223309,297.84104303977847,0.5462528195417296,15.22362345796873,322.7625015258789,333.3700012207031,312.1550018310547,346.75,300.0,11.218632521997574,-8857117.0,-0.04891593798431673,488993.25619090453,-11182.436697915851,-60957.35873428316,315.64661430550063,383.0840007019043,376.9022227588184,32.287672617948864,0.9716824620499813,0.9881460767981807,331.1000061035156,326.54998779296875,319.45001220703125,310.1499938964844,52.34956342162011,49.04826455104964,43.401582606533054,32.677090539541155,-5.356885267975088,-8.19876261985388,-10.58144995924755,-12.447599655717568,323.0550018310547,322.7625015258789,322.6575012207031,329.04499969482424
330.0,336.0,320.79998779296875,324.04998779296875,244.6063995361328,1209346.0,338.4700012207031,341.80468091836985,46.92780708090759,0.7661815065192111,-33.194478352864586,-0.35411502613737866,-4.3019155809788,-7.308330140009826,3.0064145590310254,-12.537920269521782,324.9311280565732,5.279402418602438,0.15082066586330178,-0.31945185407256393,24.0919960523269,32.59191417936336,-11.295007324218773,322.6374969482422,340.0,20.0,48.0,-28.0,321.44500122070315,344.16578464770123,298.72421779370507,0.5573260728582584,14.136653760808096,322.05916798909504,332.9916676839193,311.12666829427087,346.75,300.0,11.503016785214266,-10066463.0,-0.1290749123712477,315477.79369760293,502.7438060985437,-63192.42725393197,317.22349407943614,382.84300064086915,376.3763298735861,30.96725162306846,1.0892609675906337,0.938440301727332,324.6499938964844,330.25,319.25,309.95001220703125,47.37458170697488,51.72925608664173,43.27649765846118,32.588433558749315,-4.768996216588846,-6.686055659835233,-9.633543531454848,-12.511087056583904,322.3800018310547,323.1375015258789,322.5175018310547,327.49750061035155
325.95001220703125,329.0,320.1000061035156,324.0,244.5686492919922,342148.0,337.4910009765625,341.1064581372573,46.88813371606717,0.7486932489643554,-33.333333333333336,0.45515037985410345,-3.8909321652706694,-6.624850545061995,2.7339183797913256,-11.616571571735726,324.85186849756064,4.465583226204481,0.2423301073006523,-0.29019205642944157,24.05060047053909,21.44689695345128,-10.919989013671852,322.6374969482422,340.0,16.0,44.0,-28.0,320.8700012207031,342.70365655259343,299.0363458888128,0.5716783042444846,13.609034966701389,321.3700012207031,332.02000122070314,310.7200012207031,344.8999938964844,300.0,11.317086578876417,-10408611.0,-0.1123597761279585,267966.2198281351,-10014.641330531562,-63245.20683743129,318.40908225368935,382.6052507019043,375.8551723624061,29.823254194065303,1.1196137176520093,0.877283610351357,324.04998779296875,331.1000061035156,326.54998779296875,309.1499938964844,46.92780708090759,52.34956342162011,49.04826455104964,32.211920064382554,-4.3019155809788,-5.356885267975088,-8.19876261985388,-12.482070531533225,321.44500122070315,323.0550018310547,322.7625015258789,325.8625
324.79998779296875,329.0,323.75,327.8500061035156,247.47488403320312,554566.0,336.6760009765625,340.586597273189,50.36837541217837,0.901617683147135,-22.638871934678818,0.44088323256545436,-3.2174725103440096,-5.9433749381183985,2.725902427774389,-9.864300143486549,325.0783200993379,5.775122823524223,0.2664785198042573,-0.26047800460248033,23.923394246675244,46.41728229694498,-11.025007629394509,322.8625030517578,340.0,12.0,40.0,-28.0,320.1750015258789,340.1080301637124,300.2419728880454,0.6925197800365708,12.451333516256652,320.76500142415364,331.0350011189779,310.49500172932943,344.8999938964844,300.0,10.883723251813816,-9854045.0,-0.11343894781864261,534697.1148244366,1727.699494428343,-56655.44608186875,319.46850850755516,382.419250793457,375.3775090165465,28.7609708671338,1.138878932700421,0.8724004128961637,324.0,324.6499938964844,330.25,314.70001220703125,46.88813371606717,47.37458170697488,51.72925608664173,37.59825056750127,-3.8909321652706694,-4.768996216588846,-6.686055659835233,-11.874354465406839,320.8700012207031,322.3800018310547,323.1375015258789,324.4175003051758
328.95001220703125,330.0,322.3500061035156,325.79998779296875,247.62677001953125,458478.0,335.8970007324219,340.006730234749,48.54432306149975,0.811038447120341,-33.71904861828512,0.22500017951517748,-2.816701050369943,-5.3180401605687075,2.5013391101987645,-8.844156296992509,325.16304100199466,5.385733212098801,0.2882783685418169,-0.23241079706465903,23.887726971855187,49.249670563844255,-4.759988403320335,324.6875,340.0,8.0,36.0,-28.0,319.4600006103516,337.410144288247,301.50985693245616,0.6765999007134549,11.237803570775915,320.0508346557617,330.2583343505859,309.8433349609375,338.0,300.0,10.652742583575998,-10312523.0,-0.11414944577540516,324042.05628052994,-333.70749160662797,-59522.27017058373,320.4151995083184,382.22250076293943,374.8842003476552,27.956842022323116,1.1578753331501535,0.8695969646083366,327.8500061035156,324.04998779296875,331.1000061035156,309.75,50.36837541217837,46.92780708090759,52.34956342162011,34.932235601240905,-3.2174725103440096,-4.3019155809788,-5.356885267975088,-11.657776134211645,320.1750015258789,321.44500122070315,323.0550018310547,323.26500091552737
