,Open,High,Low,Close,Adj Close,Volume,SMA_50,EMA_50,RSI,Stoch_RSI,Williams_R,Awesome_Oscillator,MACD,MACD_Signal,MACD_Diff,TSI,KAMA,ROC,Vortex_Diff,TRIX,Mass_Index,CCI,DPO,Ichimoku_A,Ichimoku_B,Aroon_Up,Aroon_Down,Aroon_Indicator,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower,Bollinger_PBand,Bollinger_WBand,Keltner_Channel_Center,Keltner_Channel_Upper,Keltner_Channel_Lower,Donchian_Channel_Upper,Donchian_Channel_Lower,ATR,OBV,Chaikin_MF,Force_Index,Ease_of_Movement,Volume_Price_Trend,VWAP,SMA_200,EMA_200,ADX,Vortex_Pos,Vortex_Neg
0,9698.900390625,9700.400390625,9698.900390625,9700.400390625,9700.400390625,35.0,9707.19705078125,9706.508226924328,46.624620774833026,0.5160504057641906,-63.63480153502491,0.5739430147059466,-0.7348568681045435,-1.8388964144207072,1.1040395463161636,-3.5124368505535744,9706.7807466755,0.004641212618983929,-0.3020675566200557,-0.003008610414719186,24.47120996075947,-18.771994271543733,-0.7703125000007276,9702.22509765625,9708.60009765625,88.0,16.0,72.0,9700.5701171875,9707.003433990083,9694.136800384918,0.48680878249050324,0.1326379114807648,9700.474283854168,9702.456803385418,9698.491764322916,9711.25,9694.2001953125,4.405298507638767,459.0,0.1320087547568246,-17.736686726948893,-11892438.61607143,-1.2023396864385327,9700.300504515235,9722.225498046875,9724.736054005733,33.58588140738161,0.5825261526540101,0.8845937092740658
1,9708.25,9708.25,9708.25,9708.25,9708.25,25.0,9707.06205078125,9706.576531750827,55.60749439514094,1.0,-17.595509479351623,1.4941980698531552,-0.1941060009994544,-1.5099383317364568,1.3158323307370023,-1.1141153010300746,9706.926016208392,0.08711721357812334,-0.22706202293025124,-0.002499768705097449,24.321653511380884,196.94772281305575,-1.0322265625,9702.425048828125,9708.60009765625,100.0,12.0,88.0,9700.9326171875,9708.186657457489,9693.678576917511,1.004366018119123,0.1495534616359774,9700.836783854167,9702.819303385417,9698.854264322918,9711.25,9694.2001953125,4.651320712450284,484.0,0.13707821538496687,12.831444859043803,0.0,-1.1821095694874184,9700.823936300625,9721.904248046874,9724.572013667368,31.25345844998851,0.6574368800024722,0.8844989029327235
2,9707.25,9707.25,9705.75,9705.75,9705.75,3.0,9706.778046875,9706.54411874099,52.57281910407173,0.8206254297415627,-32.258434045477976,2.1477136948524276,0.03234104303737695,-1.20148245678169,1.233823499819067,-0.07593101399102542,9706.88881907919,0.060305870570110956,-0.24201076131870747,-0.002012038110767381,24.32609652898789,119.8362715870324,-6.972412109375,9702.875,9708.60009765625,96.0,8.0,88.0,9701.172607421875,9708.724566943916,9693.620647899834,0.8030599253588013,0.15569168445191037,9701.101774088542,9703.159293619792,9699.044254557291,9711.25,9694.2001953125,4.497654947275263,481.0,0.13206419328577862,9.92695273632326,-87500000.0,-1.1828821083074939,9700.924065265177,9721.54875,9724.384729949285,29.361449036229224,0.6468830821368055,0.8888938434555129
3,9707.25,9707.25,9707.25,9707.25,9707.25,2.0,9706.6800390625,9706.571800358992,54.188261975124,0.9161115503241579,-23.460679305802167,2.2319422104774276,0.32904637904357514,-0.8953766896166371,1.2244230686602122,1.263229383997107,9706.90305444685,0.13461455741145162,-0.188762996734829,-0.0015252847481256728,24.32923828485502,119.33612546590051,-1.485107421875,9703.550048828125,9708.60009765625,92.0,4.0,88.0,9701.485107421875,9709.4865103656,9693.48370447815,0.8602426111189999,0.1649521254761922,9701.414274088542,9703.471793619792,9699.356754557291,9711.25,9694.2001953125,4.283536736755602,483.0,0.13226674572946845,8.937388059705652,0.0,-1.1825730131834695,9701.103752964398,9721.383500976563,9724.214235123918,27.604583152024173,0.6756496486555621,0.8644126453903911
4,9707.25,9707.25,9707.25,9707.25,9707.25,5.0,9706.4600390625,9706.598396423346,54.188261975124,0.9161115503241579,-23.460679305802167,3.6410041360304604,0.5577580083463545,-0.6047497500240387,1.1625077583703933,2.3430597704777174,9706.936102129663,0.07474226804123711,-0.22222557116161312,-0.0010571208635521314,23.861653184039028,103.41956597693896,-1.9672363281242724,9703.550048828125,9708.60009765625,88.0,48.0,40.0,9702.117626953124,9709.836882477777,9694.398371428471,0.832439639449978,0.15912516878188132,9701.940950520833,9703.680940755208,9700.200960286458,9711.25,9694.2001953125,3.9775698269873447,488.0,0.22042351102727986,7.660618336890559,0.0,-1.1825730131834695,9701.194734723707,9721.108251953125,9724.045436764476,25.973207688119484,0.641976611007294,0.8642021821689071
5,9707.0,9707.25,9707.0,9707.25,9707.25,29.0,9706.303046875,9706.623949504785,54.188261975124,0.894511314635434,-23.460679305802167,5.546225873162257,0.7305918146848853,-0.33768143708225395,1.0682732517671392,3.2300179777384126,9706.954082443419,0.07319071446419666,-0.16934594816947757,-0.0006194629968595045,23.10897264160849,89.60813882824657,-6.462646484375,9703.550048828125,9708.60009765625,84.0,44.0,40.0,9702.462646484375,9710.447245743839,9694.478047224911,0.7997867118973319,0.16458912650092786,9702.306803385416,9703.984293619791,9700.629313151041,9711.25,9694.2001953125,3.7113148393453916,517.0,0.24640939399303718,6.566244288763337,-107758.62068965517,-1.1825730131834695,9701.843435978544,9720.9325,9723.8783179907,24.50598123837339,0.682385849444673,0.8517317976141505
6,9707.25,9707.25,9706.25,9706.25,9706.25,18.0,9706.088046875,9706.609284818323,52.69379419807342,0.7834305368168936,-29.325849132252706,5.322699333639321,0.7779050041008304,-0.11456414884563706,0.8924691529464674,3.5891037651369397,9706.94315504355,0.10571369636963697,-0.2823129251700681,-0.00023996807559459692,22.685718216336937,70.83908387345501,-2.275146484375,9703.85009765625,9708.60009765625,80.0,40.0,40.0,9702.775146484375,9710.838587692895,9694.711705275855,0.7154696379477139,0.16620896778055774,9702.623470052084,9704.298421223957,9700.948518880208,9711.25,9694.2001953125,3.517649493677864,499.0,0.5650319829424308,3.0567808189400036,-2083333.3333333333,-1.1844272973525192,9702.207436122171,9720.768500976563,9723.70291184154,23.292956810826364,0.6406910132474042,0.9230039384174723
7,9707.25,9707.25,9707.25,9707.25,9707.25,2.0,9705.9910546875,9706.63441090388,54.0582929575565,0.8848509795078333,-26.229508196721312,5.545496323529733,0.8858808077275171,0.08552484246899376,0.8003559652585234,4.2523328843193795,9706.946119990136,0.06958404205968764,-0.17642889488295166,0.00010485016546365362,22.378217690087425,75.00830232319588,1.06005859375,9703.10009765625,9708.60009765625,76.0,36.0,40.0,9703.14013671875,9711.319073422934,9694.961200014566,0.7512467958792045,0.16858329548870388,9702.989290364583,9704.661751302083,9701.316829427084,9711.25,9694.2001953125,3.3378173869865884,501.0,0.5442477876106196,2.9058121305200033,0.0,-1.184221244551489,9704.730397858795,9720.63625,9723.539201275951,22.166576985246987,0.7217617294402552,0.8981906243232068
8,9702.4501953125,9706.349609375,9700.900390625,9700.900390625,9700.900390625,48.0,9705.7590625,9706.409547363532,45.15256976001044,0.0,-82.46829040541593,4.782266773896481,0.4538601817057497,0.15919191031634494,0.29466827138940477,2.279093596852519,9706.736191707896,-0.034003881011172174,-0.2287578002752484,0.0002836056362948905,22.738728896287647,-7.535181320062952,2.962744140624636,9703.150146484375,9708.60009765625,72.0,32.0,40.0,9703.187646484375,9711.302701886378,9695.072591082373,0.3590733059683732,0.1672657625031614,9703.127620442709,9705.072542317708,9701.182698567707,9711.25,9694.2001953125,3.5529453861304034,453.0,0.415966386554622,-41.049482459554284,-41152954.1015625,-1.2156185249347098,9704.532633463541,9720.528500976563,9723.31393947843,22.29919004824767,0.6737552551703335,0.9025130554455819
9,9707.0,9707.0,9707.0,9707.0,9707.0,1.0,9705.5520703125,9706.432702368884,53.13908504256372,0.7638998425409111,-33.86506886623609,4.410948988970631,0.596788813094463,0.24671129087196858,0.3500775222224944,2.967079210450979,9706.73790036166,0.008753309404937954,-0.13108758069530546,0.0004656520272517826,22.599263121623434,65.343335560389,2.6027343749992724,9703.650146484375,9708.60009765625,68.0,28.000000000000004,40.0,9703.54765625,9711.66843266052,9695.426879839482,0.712562418633251,0.16737747261513838,9703.523453776043,9705.360904947916,9701.686002604167,9711.25,9694.2001953125,3.734849956763946,454.0,0.3800000000000001,-34.31389791176081,0.0,-1.214989757590506,9704.722652464874,9720.462001953125,9723.151611722426,22.251343837791428,0.6835280993398073,0.8146156800351128
